price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade
390000.0,4,2.0,2290,9200,1.5,3,7
339000.0,3,2.0,1979,8470,1.0,4,7
1330000.0,4,3.5,2170,3672,2.0,3,9
499000.0,4,2.5,1970,2601,2.0,3,7
615000.0,3,1.75,1920,4000,1.0,3,7
455000.0,2,1.5,1020,1146,3.0,3,7
458000.0,3,1.0,1660,7500,1.0,4,7
580000.0,3,2.25,1670,7416,1.0,4,7
966000.0,5,4.5,3810,8019,2.0,3,10
240000.0,4,1.75,2020,10332,1.0,3,7
229050.0,1,1.0,420,3298,1.0,4,4
328500.0,3,2.25,1390,1407,3.0,3,7
650000.0,4,2.0,1820,5000,1.5,3,7
398500.0,3,2.5,1630,1971,2.0,3,8
510000.0,3,2.25,2750,219542,2.0,3,7
254500.0,4,2.75,2570,7264,2.0,3,8
760000.0,3,2.5,2050,15020,1.0,3,9
210000.0,3,2.5,1610,6732,2.0,3,7
676000.0,3,2.0,1730,6784,2.5,4,7
475000.0,4,3.5,2440,3052,2.0,3,8
880000.0,4,2.75,3220,4392,1.5,4,9
1210000.0,4,3.25,4330,26162,2.0,3,11
420000.0,3,1.5,1780,5000,1.0,4,7
607000.0,3,1.0,1230,8114,1.0,4,7
475000.0,4,1.75,2160,19283,2.0,3,8
395000.0,2,1.75,1400,2500,1.0,5,7
650000.0,4,1.75,1900,10454,1.0,4,7
625000.0,5,2.75,2910,85377,1.0,4,8
849000.0,3,3.0,2960,42159,2.0,3,10
429950.0,3,1.5,2010,9480,1.0,3,8
825000.0,3,2.5,3760,5260,2.0,3,9
505000.0,2,1.0,1020,5000,1.0,4,7
265000.0,2,1.0,1290,2828,2.0,3,7
283000.0,3,1.0,890,8400,1.0,4,6
560000.0,3,2.75,1620,7500,1.0,5,7
610000.0,5,2.75,2930,31411,1.0,4,9
589000.0,3,2.5,2940,4799,1.0,3,9
192500.0,3,1.0,1080,8580,1.5,3,6
550000.0,3,1.0,1010,6120,1.0,3,7
460000.0,2,1.5,1790,3760,1.5,4,8
264500.0,4,2.25,2060,11385,1.0,4,7
339000.0,3,1.0,1150,2496,1.0,3,6
950000.0,4,3.5,4030,4200,3.0,3,9
677500.0,3,1.75,2020,9718,1.0,3,8
690000.0,4,2.5,2740,8120,2.0,3,9
312000.0,4,2.25,1930,7452,1.0,3,7
840000.0,5,1.75,2500,11617,1.0,4,9
357500.0,3,3.5,2080,5100,2.0,3,8
675000.0,3,1.5,1460,6480,1.0,4,7
515000.0,3,2.75,3290,11441,2.0,4,10
491234.0,4,2.5,1540,1860,2.0,3,8
810000.0,4,2.0,2920,10424,1.0,5,8
252000.0,3,1.5,1150,13200,1.0,3,7
299999.0,3,2.5,2380,9719,2.0,3,8
400000.0,3,2.75,2220,5000,2.0,3,7
357000.0,3,2.0,2460,53882,1.0,3,7
365000.0,3,1.75,1820,5555,1.0,4,7
804000.0,4,2.5,2620,5060,2.0,3,9
808250.0,3,2.0,1750,2640,1.0,3,8
360000.0,4,2.5,2020,7289,2.0,3,7
380000.0,3,1.75,1920,8775,1.0,3,7
350000.0,3,1.75,1680,250470,1.0,4,7
310000.0,3,1.0,1240,7194,1.0,3,6
315000.0,3,1.75,1410,15134,1.0,3,7
258950.0,3,1.75,1440,8050,1.0,3,8
510000.0,5,1.5,1550,9750,1.0,4,7
400000.0,3,2.0,1760,6875,1.0,4,8
335000.0,3,1.75,2010,9417,1.0,4,8
440000.0,4,2.25,2160,8119,1.0,3,8
412250.0,2,2.0,1300,2983,1.0,3,8
185000.0,3,1.5,1280,4031,2.0,4,6
422000.0,4,2.5,3200,6691,2.0,3,7
408000.0,3,2.25,2800,35362,2.0,3,9
306500.0,2,1.0,1390,19988,1.0,4,7
359900.0,4,2.5,2600,5188,2.0,3,8
188000.0,1,1.0,550,16345,1.0,3,4
1140000.0,4,3.25,2500,5801,1.5,3,8
1190000.0,4,2.75,3020,8622,2.0,3,9
635200.0,4,1.75,1640,4240,1.0,5,7
355000.0,3,1.75,1870,8250,2.0,3,7
544000.0,3,2.5,1760,1755,3.5,3,8
402000.0,3,1.5,1320,3145,2.0,3,7
216000.0,3,1.75,1580,9705,1.0,4,7
850000.0,4,3.25,3090,6744,2.0,3,9
238000.0,3,2.0,1020,1204,2.0,3,7
1110000.0,5,3.25,3350,4000,2.0,4,8
355000.0,3,2.5,1880,5290,1.0,3,8
495000.0,4,1.5,1810,7998,1.0,3,8
1300000.0,5,2.5,4170,33310,2.0,4,11
835000.0,4,2.5,3650,7784,2.0,3,9
625000.0,4,1.5,2120,5000,2.0,4,8
540000.0,3,1.5,2600,5085,1.0,4,7
519000.0,2,1.0,830,2820,1.0,4,7
311000.0,4,2.5,1975,8734,2.0,3,7
305000.0,4,2.5,1900,7000,1.0,2,7
275000.0,4,1.5,1610,6923,1.0,3,6
450000.0,3,3.25,1770,1863,2.0,3,8
324000.0,2,1.0,1070,6000,1.0,3,7
2800000.0,5,3.25,4590,12793,2.0,5,11
565000.0,4,1.0,1540,2452,1.5,4,7
407000.0,2,1.0,740,6380,1.0,3,6
472000.0,3,1.5,1740,9038,1.0,4,7
1250000.0,5,2.75,2960,28300,1.0,4,9
412000.0,3,1.75,1880,5752,1.0,4,7
717000.0,3,1.0,1150,5000,1.0,3,8
299999.0,4,2.0,1640,7200,1.0,5,6
254000.0,3,2.0,1470,7694,1.0,4,7
178500.0,3,1.0,900,10511,1.0,4,6
800000.0,3,1.75,1510,3600,1.0,5,8
420000.0,3,1.0,1440,5623,1.0,4,6
350000.0,2,1.5,1150,7552,1.0,3,7
968000.0,6,2.75,3610,17580,1.0,5,9
491000.0,3,2.0,1250,1306,3.0,3,7
948000.0,3,2.5,3510,9824,2.0,3,9
900000.0,3,2.5,2260,9577,2.0,3,8
198000.0,3,1.5,1430,7347,1.0,3,7
615000.0,4,2.5,2120,3720,2.0,3,8
434000.0,3,1.75,1660,8301,1.0,5,7
415885.0,3,1.0,1310,4163,1.0,4,7
272000.0,1,0.75,1040,6034,1.0,3,7
665000.0,3,2.5,2610,35000,2.0,3,10
510000.0,3,2.0,1990,7405,1.0,5,7
530000.0,3,2.0,3080,17700,1.0,4,8
355000.0,3,1.0,1200,16000,1.0,3,7
255000.0,4,1.0,1250,9102,1.0,3,7
695000.0,5,1.75,1790,9335,2.0,5,8
255000.0,2,2.0,1140,8400,1.0,2,7
410000.0,3,2.25,1790,5794,1.5,3,7
675000.0,4,1.75,1530,3615,1.5,4,7
332888.0,2,2.5,1050,1029,2.0,3,8
300000.0,3,1.75,1730,6900,1.0,4,7
320000.0,4,1.5,1100,11824,1.0,4,7
752875.0,4,2.5,2800,72309,2.0,3,9
1730000.0,5,3.5,5000,26540,2.0,3,10
255000.0,1,0.5,880,1642,1.0,3,6
244000.0,3,2.5,1470,9337,2.0,3,7
1420000.0,5,3.25,3950,11438,2.0,3,10
218000.0,3,1.0,980,12812,1.0,3,7
840000.0,4,2.75,3040,13559,2.0,3,11
205000.0,4,1.75,1850,65340,1.5,4,7
205000.0,3,2.5,1600,7295,2.0,2,7
500000.0,2,1.5,2070,5432,2.0,3,7
510000.0,4,2.5,3180,5405,2.0,3,7
210000.0,3,1.5,1920,61014,1.0,3,6
400000.0,2,1.0,1140,101529,1.5,3,6
299950.0,2,1.5,1390,1756,3.0,3,7
1080000.0,4,3.0,2490,4325,1.5,3,8
422500.0,4,2.5,2550,8824,2.0,3,9
410000.0,3,2.0,1270,10227,1.0,4,6
1400000.0,4,3.25,2980,7000,2.0,3,10
245000.0,3,2.0,1470,8000,1.0,4,8
720000.0,4,3.0,3550,12327,1.5,4,10
315000.0,2,1.0,780,7200,1.0,2,6
191950.0,2,2.5,1390,1302,2.0,3,7
455000.0,4,2.5,2440,5001,2.0,3,8
523000.0,3,1.5,1260,3135,1.5,3,8
294000.0,3,3.0,1670,4120,1.5,3,7
490000.0,3,2.25,2380,6000,1.0,3,8
265000.0,3,1.5,1560,10489,1.0,5,7
402000.0,4,1.75,1640,10500,1.0,4,7
705000.0,2,2.5,2200,188200,1.0,3,8
750000.0,3,2.25,2250,5301,2.0,4,8
478000.0,2,1.75,1960,6000,1.0,4,7
170000.0,3,1.0,1250,7015,1.0,3,7
1370000.0,2,2.25,2460,16940,1.5,4,9
208417.0,2,1.0,840,4200,1.0,3,5
410000.0,4,2.0,1900,5100,1.0,3,6
590000.0,4,2.75,2160,4205,1.0,3,7
648000.0,3,1.75,1610,10229,1.0,5,8
465000.0,4,2.75,2190,3267,2.0,3,8
622000.0,4,1.75,3020,10714,1.0,5,8
306000.0,3,1.75,1980,9800,1.0,3,7
617000.0,3,2.5,1880,5500,2.0,4,7
1280000.0,4,3.0,3260,4500,2.0,3,9
1580000.0,4,2.5,4570,74487,2.0,5,12
215000.0,3,1.0,1180,9000,1.0,4,7
530000.0,3,2.5,1365,1090,3.0,3,7
295000.0,2,1.0,720,4125,1.0,4,6
245000.0,3,2.25,1350,6775,1.0,3,7
303000.0,3,2.75,1850,8820,2.0,4,8
700000.0,3,1.75,1990,13000,2.0,3,9
126000.0,1,1.0,610,4400,1.0,3,5
850000.0,4,1.0,2500,35802,1.5,3,7
405000.0,3,2.0,1440,7425,1.0,4,7
869900.0,6,4.5,2750,4400,2.0,3,8
400000.0,2,2.0,1050,1173,2.0,3,8
299950.0,3,2.5,1780,4650,2.0,3,7
585000.0,4,2.5,2200,9099,2.0,3,8
495000.0,4,2.0,1720,5413,2.0,3,7
447000.0,3,2.25,1520,14080,2.0,3,7
500000.0,3,1.0,1070,4600,1.0,3,7
302500.0,4,2.5,1990,5511,2.0,3,8
1250000.0,4,4.25,4980,13000,2.0,3,9
391000.0,2,1.0,890,5423,1.0,3,6
250000.0,3,2.0,1440,5457,2.0,3,7
160000.0,4,2.25,1800,14722,1.0,3,7
451000.0,5,3.0,2260,6508,1.0,3,7
395000.0,6,2.25,2950,11200,1.0,4,7
419000.0,5,3.0,2190,9652,2.0,3,7
592350.0,2,2.0,1570,4665,1.0,3,8
855000.0,5,3.25,3420,5669,2.0,3,9
1850000.0,5,3.25,3680,6060,2.0,5,9
615000.0,3,1.75,1780,5175,1.0,4,7
625500.0,2,1.0,2160,7439,1.0,4,6
260000.0,3,2.5,1500,7401,2.0,3,8
900000.0,3,2.5,2850,11535,1.0,3,8
289950.0,3,1.0,1090,8280,1.0,3,6
465000.0,4,2.25,1820,20349,1.0,5,8
370000.0,3,1.5,1320,7201,1.0,3,7
240000.0,2,1.5,1670,9880,1.0,4,7
232000.0,4,2.0,1440,5911,1.0,5,5
237502.0,3,1.0,980,7560,1.0,3,7
1280000.0,4,3.5,4340,5500,2.0,3,10
957000.0,4,2.25,2860,11545,1.0,4,8
218000.0,3,1.5,1140,4875,1.0,5,6
205000.0,3,1.5,1120,8366,1.0,3,7
350000.0,3,3.25,1460,1592,2.0,3,8
275000.0,3,1.0,1250,7654,1.0,3,7
372000.0,4,2.5,2520,9604,2.0,3,9
688888.0,3,3.25,2580,9825,1.5,4,9
170000.0,2,1.0,1200,24792,2.0,2,7
530000.0,5,2.25,2140,7910,1.0,3,7
905000.0,4,3.25,3440,7661,2.0,3,11
365000.0,4,2.5,1800,5070,1.0,5,7
312000.0,4,2.5,1790,10584,1.0,4,7
400000.0,2,1.75,1250,7680,1.0,3,7
278750.0,2,2.0,800,5765,1.0,4,6
527700.0,2,2.25,1330,806,3.0,3,8
740000.0,4,2.75,2890,4000,1.5,4,9
512000.0,4,2.5,2550,17209,2.0,3,9
362000.0,5,2.5,2880,8216,2.0,3,8
225000.0,3,1.0,660,6600,1.0,4,5
491500.0,3,2.25,1470,4322,2.0,3,7
429950.0,4,1.75,1700,10230,1.0,3,8
375000.0,3,1.0,1040,9800,1.0,4,7
324950.0,3,1.5,1210,7560,1.0,3,7
467000.0,5,2.0,2080,4000,1.0,4,6
380000.0,3,1.0,1380,5400,1.0,4,7
250000.0,3,2.25,1620,10850,1.0,3,7
206990.0,3,1.0,1330,9620,1.0,5,6
670000.0,3,1.75,1730,3400,1.0,5,7
315000.0,2,1.0,790,6969,1.0,3,6
419000.0,3,1.5,1500,8272,1.0,4,7
335000.0,4,2.5,1980,4745,2.0,3,7
397000.0,3,1.75,1340,5100,1.0,3,7
330000.0,4,2.25,1790,9920,1.0,4,7
1790000.0,4,3.5,5490,14300,1.0,3,12
399000.0,3,2.0,1940,16300,1.0,3,7
400000.0,4,1.75,2670,189486,2.0,3,8
249900.0,3,2.0,1220,6404,1.0,3,7
717000.0,3,1.5,1310,3880,1.0,3,7
319000.0,4,2.5,1930,8336,2.0,3,8
635000.0,4,3.0,2100,3800,2.0,3,8
320000.0,3,2.0,2320,7800,1.0,4,7
305495.0,3,1.75,2110,10200,2.0,4,7
199950.0,5,2.5,1740,8750,1.0,4,7
1620000.0,4,3.25,3820,8114,2.0,3,10
770000.0,3,3.5,2050,21744,2.0,4,9
289000.0,4,2.25,1930,8925,1.0,4,8
494500.0,4,3.0,3760,8804,2.0,3,8
870300.0,4,2.5,2350,3150,1.5,4,8
310000.0,3,1.0,1180,8474,1.5,3,7
255000.0,3,2.25,1830,7770,1.0,4,7
154500.0,3,1.0,890,9465,1.0,3,6
425000.0,3,2.25,1820,8058,1.0,3,7
700000.0,4,2.5,2440,7491,2.0,4,10
410500.0,2,1.0,1110,3943,1.0,5,6
432000.0,3,2.0,1870,7080,1.0,4,7
465000.0,3,2.0,1560,8640,1.0,5,7
573500.0,3,1.0,2200,21450,1.0,4,9
349900.0,4,2.75,2530,13474,2.0,4,8
220000.0,3,1.0,1130,12519,1.0,3,7
260000.0,2,1.0,820,6771,1.0,4,6
290000.0,2,1.0,960,4000,1.0,3,6
615000.0,4,1.5,1980,3240,1.5,4,8
730000.0,4,3.5,3370,5638,2.0,3,10
332500.0,3,2.25,1800,10500,2.0,3,7
650000.0,5,3.5,3990,10120,2.0,3,9
1400000.0,4,2.5,4070,7800,3.0,4,8
465000.0,4,1.75,1640,7194,1.5,4,7
690000.0,4,3.25,3730,11820,2.0,3,10
289900.0,3,1.75,1220,7004,1.0,5,7
1620000.0,3,3.5,3490,4000,2.0,3,9
339950.0,3,2.5,1730,4286,2.0,3,7
367999.0,4,2.75,3430,8000,1.5,4,8
380000.0,4,2.5,2320,10079,2.0,3,7
440000.0,3,1.75,2030,17100,1.0,4,7
975000.0,5,4.0,4850,36450,2.0,3,10
309500.0,3,1.5,1340,13560,1.0,3,7
350000.0,3,1.0,1130,8201,1.0,5,6
254000.0,2,1.0,910,6000,1.0,3,6
567000.0,3,1.75,1630,4275,1.5,3,7
365000.0,4,1.0,1520,80150,1.0,2,5
625000.0,4,2.5,2820,8408,2.0,3,9
432000.0,4,1.75,1970,5160,1.5,3,7
335500.0,5,3.0,2240,19090,1.0,4,8
336000.0,4,1.0,1780,4310,1.5,5,6
255000.0,3,2.5,1610,6176,2.0,3,7
636000.0,2,1.75,1230,3600,1.5,5,7
655000.0,4,3.5,3420,33106,2.0,3,9
520000.0,2,1.0,1120,6141,1.0,3,7
1290000.0,5,4.0,4050,11358,2.0,4,10
902500.0,3,3.5,3240,23522,2.0,3,10
419500.0,4,2.5,2550,7200,2.0,3,7
464950.0,4,2.5,1640,6000,2.0,3,7
406250.0,4,3.25,2550,11524,2.0,3,8
447000.0,4,2.5,2660,8027,2.0,3,8
466800.0,3,2.5,1480,14250,2.0,3,7
674000.0,4,2.5,2810,11560,1.0,5,7
525000.0,1,1.0,830,3200,1.0,3,7
674950.0,3,2.75,3510,92347,2.0,3,10
1440000.0,4,3.0,3720,5000,2.5,5,9
522500.0,3,2.5,2370,7875,2.0,3,9
1130000.0,5,2.5,4310,28008,2.0,3,10
543000.0,2,2.0,2370,217800,1.5,3,7
260250.0,3,1.75,1490,8357,1.0,4,7
875909.0,4,2.5,3610,13292,2.0,3,10
455000.0,4,1.75,2050,94525,1.0,4,7
309000.0,3,1.0,1092,7500,1.5,3,6
229000.0,4,2.25,2010,7688,1.0,3,8
250000.0,3,2.0,1680,7900,2.0,4,7
600000.0,4,2.0,2510,38141,1.0,3,9
571000.0,3,2.5,2510,5186,2.0,3,7
1030000.0,5,2.75,3190,16920,1.0,3,9
1150000.0,4,3.0,4160,13170,2.0,3,11
785000.0,4,1.5,2220,4000,1.5,3,8
872750.0,3,2.5,2870,13695,2.0,3,10
900000.0,4,2.75,3950,10214,1.0,3,10
350000.0,2,1.75,1740,6620,1.5,3,8
2580000.0,5,3.0,4780,20440,1.0,4,10
940000.0,4,2.5,3160,39960,1.0,3,10
185000.0,5,1.75,1990,27810,1.0,3,7
850000.0,4,3.5,3920,37122,2.0,3,10
201000.0,3,1.0,960,15273,1.0,4,7
499000.0,2,1.5,1540,6549,2.0,3,7
315000.0,4,2.5,1970,5190,2.0,3,7
286300.0,3,2.75,2000,6405,1.0,3,8
590000.0,3,2.5,1990,8325,2.0,4,8
625000.0,4,2.5,3190,27806,2.0,3,9
378000.0,3,1.5,1000,6914,1.0,3,7
239950.0,3,1.75,1670,6900,1.0,3,7
550000.0,4,2.0,2100,4500,1.0,5,7
325000.0,2,1.0,1010,6180,1.0,3,6
831000.0,4,2.5,2030,3905,1.5,4,7
249000.0,3,1.0,1090,10296,1.0,4,6
484000.0,4,1.75,2440,16730,1.0,3,7
395000.0,4,3.0,2500,6278,2.0,3,9
760000.0,4,2.5,2850,11000,2.0,3,8
750000.0,4,1.5,2030,3300,1.5,4,8
3000000.0,5,3.75,4590,11265,2.0,4,11
440000.0,3,2.5,2230,5800,2.0,3,7
739000.0,6,4.5,4000,7500,2.0,3,7
685650.0,3,1.75,1490,16200,1.0,5,8
1010000.0,4,4.5,4225,284011,2.0,4,11
980000.0,4,1.75,2120,4000,1.5,4,8
275000.0,3,1.5,1030,7184,1.0,4,7
319950.0,4,1.75,2310,8045,1.0,4,7
448500.0,3,2.25,1830,7943,2.0,3,8
330000.0,4,1.5,2500,9448,1.0,4,7
681500.0,5,2.75,3260,11700,1.0,3,8
897500.0,4,3.0,4370,217882,2.0,3,10
738000.0,3,2.5,2620,9112,2.0,3,9
185000.0,3,1.75,1500,7800,1.0,3,7
445000.0,2,1.0,910,7200,1.0,4,7
445000.0,4,1.75,1250,7400,1.0,5,6
832500.0,4,2.5,3450,35100,2.0,3,10
771150.0,4,3.5,3950,12320,2.0,3,10
225000.0,4,1.5,1950,12559,1.5,3,6
389950.0,3,2.5,1700,6396,2.0,3,7
435000.0,3,2.5,2370,6082,2.0,3,7
1300000.0,4,1.75,4060,5500,2.0,5,9
350000.0,3,2.25,1322,1796,2.0,3,8
250000.0,3,1.75,1140,10400,1.0,4,7
750000.0,4,2.5,3080,4553,2.5,3,8
395000.0,4,1.75,1950,10219,1.0,3,7
375000.0,4,1.0,1450,6820,1.5,3,6
263000.0,3,2.25,1590,7748,2.0,4,7
185000.0,3,1.0,1240,9198,1.5,4,7
500000.0,3,1.0,1440,54315,1.0,3,7
920000.0,4,2.5,3470,10045,2.0,3,10
1100000.0,3,2.25,2420,7200,1.0,3,8
247000.0,3,2.5,1510,10875,1.0,3,7
289500.0,3,1.0,1200,5525,1.0,2,7
432500.0,3,2.5,2240,6396,2.0,3,7
680000.0,3,1.75,1870,4320,1.0,4,7
589000.0,3,1.0,1110,6000,1.5,5,7
756450.0,4,2.0,3210,8400,1.5,5,7
385000.0,3,1.75,1340,3850,1.0,4,7
485000.0,3,1.0,1020,6120,1.0,3,7
240000.0,3,2.0,1220,17652,1.0,4,7
415500.0,3,2.0,1220,17652,1.0,4,7
550000.0,3,2.0,1390,2688,1.5,5,7
430000.0,2,2.0,1440,213008,2.0,4,7
415000.0,2,1.75,1550,4257,1.0,3,7
365000.0,4,2.5,1904,8200,2.0,5,7
420000.0,3,2.5,2140,3821,2.0,3,8
513000.0,4,2.5,2000,5684,2.0,3,8
1060000.0,3,2.75,2700,22343,1.5,4,10
585000.0,3,1.75,1740,9500,1.0,4,8
215000.0,3,2.0,1290,9312,1.0,3,7
440000.0,4,2.0,1450,8400,1.5,4,7
385000.0,3,0.75,1330,7020,1.0,5,7
688500.0,3,1.75,1760,4125,1.5,4,7
585000.0,5,2.0,2560,14467,1.0,3,8
655000.0,4,2.25,2420,7725,1.0,4,8
314963.0,2,1.0,890,6350,1.0,3,6
715000.0,3,1.5,1670,5060,2.0,5,7
280000.0,3,2.25,1360,9600,2.0,3,7
140000.0,3,1.0,1090,10114,1.0,4,7
661000.0,4,1.75,1670,13125,1.0,5,8
697000.0,4,1.75,1670,13125,1.0,5,8
1200000.0,5,2.75,3650,13297,2.0,5,9
396500.0,3,1.0,1710,5110,1.0,3,7
605000.0,3,3.25,2200,2400,2.0,3,8
699000.0,3,2.0,2010,4320,2.0,3,9
805000.0,3,3.0,3910,19023,2.0,3,11
156000.0,1,0.75,470,15000,1.0,3,4
595000.0,4,2.5,2330,7064,1.0,4,8
285000.0,3,1.75,1930,7200,1.5,3,6
725000.0,4,2.5,3270,6055,2.0,3,9
216300.0,3,2.5,1650,5000,2.0,3,8
325000.0,3,1.0,1300,9300,1.0,4,7
355000.0,5,2.75,2530,9375,1.0,5,7
338000.0,3,1.5,2400,8215,1.0,3,7
210000.0,4,2.25,1500,5393,2.0,3,7
423000.0,4,1.75,1700,9000,1.0,3,7
325000.0,4,2.5,2240,5105,2.0,4,8
257000.0,3,1.75,1540,8223,1.0,4,7
630000.0,4,2.5,3220,14463,2.0,3,8
320000.0,4,1.5,2020,8474,1.0,5,7
1110000.0,4,2.5,2990,8640,1.0,5,8
398000.0,4,1.0,1420,6458,1.0,4,7
218000.0,3,1.0,1020,7874,1.0,3,7
590000.0,4,2.75,2400,104108,2.0,3,8
1600000.0,5,3.0,3640,8239,2.0,3,10
592500.0,2,2.0,1870,4751,1.0,3,8
505000.0,3,2.5,2340,5957,2.0,3,8
1430000.0,5,4.25,3350,3600,2.0,3,10
502000.0,3,1.0,1710,5000,1.0,5,7
405000.0,3,1.5,1600,7500,1.0,3,7
290000.0,3,1.5,1040,9997,1.0,4,7
222000.0,3,1.0,1220,7695,1.0,3,7
371000.0,3,1.5,1420,4500,1.0,3,7
279900.0,3,1.75,1580,6620,1.0,3,7
250000.0,3,1.5,2390,23522,1.0,2,7
267300.0,3,1.75,1890,93218,1.0,4,7
585000.0,2,1.75,1830,7200,1.0,4,7
506000.0,3,1.75,2180,7700,1.0,3,8
151100.0,3,1.0,840,4495,1.0,3,6
555000.0,4,2.25,2350,8140,1.0,4,8
467500.0,3,1.75,2040,273556,1.0,3,7
299500.0,3,1.0,1380,10875,1.0,3,7
675000.0,4,2.5,3320,244807,2.0,3,9
219950.0,3,1.5,1650,9936,1.0,3,7
650000.0,4,2.5,2110,6820,1.0,5,7
229000.0,1,1.0,600,3720,1.0,3,6
575000.0,5,2.5,2760,4000,1.5,3,8
815000.0,4,1.75,2970,14880,1.0,5,9
525000.0,3,1.75,2300,43560,1.0,4,7
471000.0,3,2.5,2030,2805,2.0,3,8
450000.0,4,1.75,2160,4333,1.0,4,8
590000.0,3,2.0,1650,6150,2.0,4,7
744000.0,4,2.5,3140,7260,2.0,3,8
460000.0,4,2.25,2690,36114,2.0,4,9
299000.0,5,2.5,1940,9389,1.0,4,7
231000.0,4,1.0,1220,5120,1.5,5,6
1110000.0,4,1.5,2310,13300,1.0,3,7
700000.0,4,2.0,1930,5398,1.0,3,7
200000.0,2,1.0,920,5250,1.0,4,6
552775.0,3,2.5,1900,18414,2.0,3,8
418000.0,3,2.5,2080,16050,1.0,5,8
601500.0,3,1.75,1460,10128,1.0,3,8
600000.0,3,1.75,1670,39639,1.0,4,8
340000.0,4,2.5,2810,6481,2.0,3,9
310000.0,3,2.5,2370,6752,2.0,3,8
290000.0,2,1.75,1700,18000,1.0,3,8
438000.0,2,1.0,1630,9255,1.0,3,7
718000.0,4,2.75,2930,4408,1.0,5,8
200000.0,2,1.0,860,6600,1.0,5,6
479900.0,3,2.0,1980,12150,1.0,3,9
400000.0,3,2.5,2080,7877,2.0,3,9
300000.0,3,2.5,1590,3381,2.0,3,7
437000.0,3,2.25,1980,8775,1.0,3,7
626000.0,4,1.75,1350,9293,1.0,4,7
490000.0,3,2.5,2080,12032,2.0,3,8
289000.0,3,2.5,2090,4700,2.0,3,8
595000.0,3,2.5,2030,5100,2.0,3,7
676000.0,3,2.25,2680,41804,1.0,3,9
389000.0,3,1.75,1820,8028,1.0,3,7
240000.0,3,2.0,1300,5000,1.0,4,7
382500.0,4,2.5,2210,7079,2.0,3,8
511555.0,3,2.0,1400,7293,1.0,4,7
710500.0,3,1.75,2040,4125,1.5,4,8
429000.0,3,2.5,2420,49928,2.0,3,8
170000.0,4,1.75,1920,7500,1.0,4,7
480000.0,5,2.75,2760,7200,1.0,3,7
225000.0,3,1.0,1040,6535,1.0,3,6
615000.0,3,1.75,2220,7224,1.0,3,8
438950.0,4,2.5,2470,385506,2.0,3,7
242000.0,3,1.75,1300,9856,1.0,4,7
560000.0,3,2.5,1960,9686,1.0,3,8
857500.0,3,1.5,2040,3960,2.0,5,8
685000.0,4,2.5,3030,7864,2.0,3,9
1020000.0,3,1.75,3610,8502,1.5,3,10
565000.0,3,1.75,1130,5111,1.0,4,7
355000.0,3,2.0,1480,2502,2.0,3,7
775000.0,5,2.0,3540,9970,2.0,3,9
1300000.0,5,4.0,3366,7800,2.5,3,8
545000.0,3,1.75,1810,3000,1.5,4,7
540000.0,3,1.75,1680,4240,1.5,4,7
687500.0,3,1.75,2450,9377,1.0,4,8
115000.0,1,2.0,1150,9812,1.0,4,7
227000.0,1,2.0,1150,9812,1.0,4,7
375000.0,4,2.5,2800,5000,2.0,3,9
269500.0,2,1.5,1480,7276,1.0,4,6
1450000.0,4,3.5,3720,8301,2.0,3,10
615000.0,3,2.5,1910,3427,2.0,3,8
250000.0,4,2.0,2120,8701,1.5,4,7
530000.0,4,2.5,3020,6788,2.0,3,7
474950.0,3,2.0,2250,222156,1.0,3,7
490000.0,4,2.0,1650,6480,2.0,5,7
210000.0,2,1.5,880,1157,2.0,3,7
265500.0,3,1.0,1860,9225,1.0,3,7
310000.0,4,2.25,2192,12128,2.0,3,8
324500.0,3,2.5,1590,4108,2.0,3,7
599000.0,4,4.75,3700,11000,1.0,4,7
525000.0,4,2.5,3670,9958,2.0,3,10
887500.0,3,3.0,4230,54977,2.0,3,9
344000.0,2,1.0,1060,3325,1.5,4,6
525000.0,3,2.5,2700,7434,2.0,3,9
385000.0,3,2.25,2110,8000,2.0,3,8
820000.0,4,2.5,3720,8633,2.0,3,10
1310000.0,4,3.5,3440,5000,2.0,3,11
549000.0,4,2.25,2420,59800,1.0,4,8
180000.0,3,1.0,1090,6771,1.5,3,7
197400.0,3,2.0,1610,7575,1.0,4,7
267000.0,3,2.5,1760,6477,2.0,4,8
600000.0,2,1.0,1370,5000,1.5,3,7
640000.0,3,2.25,1980,10115,1.0,3,8
710000.0,3,3.5,2440,3427,2.0,3,7
325000.0,3,2.0,1350,11805,1.0,3,7
595000.0,3,3.25,3130,28001,1.0,3,9
128750.0,3,1.0,880,7004,1.0,3,5
465000.0,3,2.25,1920,7300,1.0,3,7
605000.0,4,2.75,1670,6000,1.0,5,7
994000.0,4,2.5,3470,20445,2.0,4,10
365000.0,3,1.5,1310,8160,1.0,3,7
359950.0,3,2.0,1790,7212,1.0,4,8
495000.0,4,2.5,2460,4774,2.0,3,8
655000.0,4,2.5,3500,11306,2.0,3,9
485000.0,4,2.75,2910,16362,1.0,4,9
375000.0,4,1.75,1940,15909,1.0,3,8
550000.0,3,1.0,1260,6000,1.0,3,7
513000.0,5,2.0,2270,8652,1.0,3,7
450000.0,4,2.25,1990,7320,1.0,4,7
432500.0,4,1.75,1500,1856,1.0,5,7
432000.0,5,2.75,2060,329903,1.5,5,7
480000.0,3,2.25,1950,8892,2.0,3,8
